4,3280152.842,364895.121,16.977,Zj
5,3280151.45,364896.4753,13.67,Xx
6,3280150.459,364897.4396,13.376,ZDD
7,3280139.747,364907.8619,11.918,Xx1
8,3280133.376,364914.0606,11.981,Xx2
9,3280128.995,364918.3231,11.834,Zdj
10,3280128.746,364918.5651,11.753,Zsb
11,3280127.004,364920.2601,11.706,Sd
12,3280120.97,364926.131,11.47,Sd0
13,3280115.987,364930.9794,11.305,Sd1
14,3280114.063,364932.8513,11.305,Sd2
15,3280111.586,364935.2613,11.23,Sd3
16,3280110.158,364936.6505,10.875,Sd4
17,3280108.894,364937.8805,10.955,Sd5
18,3280107.804,364938.9408,11.124,Sd6
19,3280105.586,364941.0989,11.761,Ysb
20,3280104.994,364941.675,11.937,Ydj
21,3280094.709,364951.6819,12.065,Xx
1,3280048.419,364996.7198,17.508,Xx
2,3280047.223,364997.8832,18.608,Ydd
3,3280045.283,364999.771,18.758,Yj
