7,3281160.793,366545.687,17.103,Zj
6,3281160.535,366545.3598,16.255,Xx
5,3281158.097,366542.2635,16.296,Xx
4,3281157.92,366542.0386,16.14,Xx
3,3281128.84,366505.1146,16.021,Xx
2,3281126.695,366502.3922,15.92,Xx
1,3281122.389,366496.9237,15.943,Zdd
8,3281114.626,366487.0668,11.838,Xx
9,3281107.211,366477.6521,11.624,Xx
10,3281090.507,366456.4422,10.624,Xx
11,3281086.348,366451.1614,9.615,Xx
12,3281085.618,366450.2344,9.421,Zdj
13,3281085.299,366449.8294,9.248,Zsb
14,3281083.706,366447.8072,9.146,Sd
15,3281082.44,366446.1995,8.929,Sd
16,3281078.911,366441.7192,9.047,Sd
17,3281077.265,366439.629,8.97,Sd
18,3281075.439,366437.3104,9.198,Sd
19,3281074.146,366435.6683,9.079,Sd
20,3281072.373,366433.4167,9.021,Sd
21,3281071.149,366431.8628,9.266,Ysb
22,3281069.842,366430.2035,9.37,Ydj
23,3281063.54,366422.2017,10.213,Xx
24,3281061.156,366419.1742,10.457,Xx
25,3281060.45,366418.2786,10.767,Xx
26,3281049.071,366403.8292,11.797,Xx
27,3281030.536,366380.2947,12.943,Xx
32,3281026.888,366375.6636,15.807,YDD
31,3281022.542,366370.1453,16.154,XX1
30,3281019.065,366365.7303,16.195,XX0
29,3281005.972,366349.1059,16.12,XX
28,3281005.088,366347.983,17.072,YJ
