Kzd,3281317.856,365969.637,15.593,ZD641
Z1,3281033.525,365770.448,9.973,10.586
Z1,3281064.285,365806.025,9.963,HD
Z1,3281094.212,365829.536,9.872,HD0
Z1,3281113.387,365855,9.841,HD1
Z1,3281143.623,365893.577,9.641,HD2
Z1,3281169.515,365933.27,9.545,HD3
Z1,3281194.042,365992.493,9.491,HD4
Z1,3281198.425,366005.712,9.461,HD5
Z1,3281217.32,366067.797,9.326,HD6
Z1,3281216.838,366081.022,9.323,HD
Z1,3281219.04,366098.678,9.21,HD0
Z1,3281195.534,366118.625,9.172,HD1
Z1,3281184.635,366153.174,9.137,HD2
Z1,3281185.288,366205.92,9.127,10.414
Z1,3281183.309,366211.161,9.058,10.029
Z1,3281153.384,366271.032,9.046,HD
Z1,3281149.46,366301.238,9.032,9.95
Z1,3281142.302,366325.794,9.027,9.845
Z1,3281108.926,366358.55,9.016,HD
Z1,3281087.286,366408.392,9.007,HD0
Z1,3281060.346,366457.022,8.566,HD1
Z1,3281041.974,366480.41,8.523,HD2
Z1,3281020.581,366521.359,8.235,HD3
Z1,3280997.688,366563.781,8.095,9.08
