Q34,3279989.263,353634.112,51.228,ZJ
Q34,3279988.143,353633.0166,49.618,XX4
Q34,3279980.131,353625.1828,49.381,XX3
Q34,3279975.752,353620.901,49.892,XX2
Q34,3279971.108,353616.3601,50.285,XX1
Q34,3279968.018,353613.3393,50.485,XX0
Q34,3279965.937,353611.3044,49.573,XX
Q34,3279963.069,353608.5001,49.522,ZDD
Q34,3279959.359,353604.8725,46.012,ZDJ
Q34,3279958.78,353604.3063,45.624,ZSB
Q34,3279956.619,353602.1935,43.965,SD1
Q34,3279951.031,353596.7292,43.148,SD0
Q34,3279948.947,353594.6919,44.186,SD
Q34,3279941.782,353587.6858,45.622,YSB
Q33,3279927.86,353574.0733,46.492,XX
Q33,3279917.223,353563.6726,47.034,YDJ
Q33,3279916.276,353562.7468,49.601,YDD
Q33,3279914.949,353561.4489,50.552,XX
Q33,3279911.825,353558.3947,50.357,XX0
Q33,3279902.826,353549.5954,50.971,XX1
Q33,3279889.388,353536.456,51.159,YJ
