K86,3279365.175,363841.746,18.607,Zj
K86,3279364.835,363842.4636,18.54,Zdd
K86,3279364.692,363842.7664,17.404,Zdj
K86,3279364.05,363844.122,17.295,Zsb
K86,3279363.225,363845.8651,17.361,Sd5
K86,3279358.114,363856.6599,17.365,Sd4
K86,3279345.435,363883.4423,17.453,Sd3
K86,3279339.119,363896.7834,17.272,Sd2
K86,3279332.848,363910.028,17.33,Sd1
K86,3279325.287,363926.0002,17.36,Sd0
K86,3279318.809,363939.6833,17.222,Sd
K86,3279318.193,363940.9833,17.294,Ysb
K86,3279317.992,363941.4081,17.334,Ydj
K86,3279315.974,363945.6709,18.132,Ydd
K86,3279315.437,363946.805,18.262,Yj
