K199,3279083.287,360983.566,28.944,Zj
K199,3279082.713,360983.164,28.539,Xx1
K199,3279082.049,360982.83,28.403,Xx2
K199,3279081.337,360982.495,28.411,Dd
K199,3279080.552,360981.84,28.016,Sb
K199,3279079.891,360981.432,27.895,Dj
K199,3279079.33,360980.764,27.81,Sd1
K199,3279078.48,360980.167,27.676,Sd2
K199,3279077.832,360980.114,27.692,Sd3
K199,3279077.259,360980.209,27.688,Dj
K199,3279076.546,360979.831,28.014,Sb
K199,3279075.384,360979.901,28.395,Dd
K199,3279074.804,360979.281,28.66,Xx1
K199,3279073.131,360977.491,29.244,Xx2
K199,3279072.088,360977.226,29.455,Xx3
K199,3279070.326,360976.025,29.571,Xx4
K199,3279069.32,360975.062,29.666,Yj
