ZD334,3276227.765,364172.328,20.349,
Z10.1,3276817.478,365150.659,13.516,13.984
Z10.3,3276831.94,365169.377,13.638,HD
Z10.4,3276842.271,365185.532,13.431,HD
Z10.5,3276847.68,365197.499,13.215,HD
Z10.6,3276855.666,365213.411,13.252,HD
Z10.7,3276878.656,365249.997,13.43,HD
Z10.8,3276880.845,365255.046,13.283,HD
Z10.9,3276905.125,365285.417,13.236,HD
Z10.10,3276928.215,365312.02,13.479,HD
Z10.11,3276940.812,365330.278,13.665,HD
Z10.12,3276968.204,365360.12,13.511,HD
Z10.13,3276992.71,365383.519,13.326,HD
Z10.14,3277008.435,365404.435,13.391,HD
Z10.15,3277021.978,365424.383,13.29,HD
Z10.16,3277026.857,365445.028,13.345,HD
Z10.17,3277047.82,365469.589,13.421,HD
Z10.18,3277070.617,365507.883,13.392,HD
Z10.19,3277083.541,365540.224,13.321,HD
Z10.20,3277099.579,365563.415,13.185,HD
Z10.21,3277114.821,365586.092,13.256,HD
Z10.22,3277132.655,365613.967,13.648,HD
Z10.23,3277158.481,365643.518,13.332,HD
Z10.24,3277174.394,365662.826,13.188,HD
Z10.25,3277197.957,365683.097,13.08,HD
Z10.26,3277224.44,365709.215,13.377,HD
Z10.27,3277266.101,365717.497,13.526,14.016
Z10.30,3277266.309,365717.853,13.965,HD
Z10.31,3277267.252,365718.664,13.971,HD
Z10.32,3277267.797,365718.856,12.653,13.526
Z10.33,3277276.975,365722.784,12.698,13.54
Z10.35,3277277.223,365723.05,13.469,HD
Z10.36,3277281.967,365727.075,13.46,13.505
Z10.38,3277282.177,365727.512,13.277,13.331
Z10.40,3277312.848,365737.862,13.014,HD
Z10.41,3277345.123,365737.44,12.819,HD
Z10.42,3277372.542,365754.924,12.867,HD
Z10.43,3277400.174,365772.886,12.625,HD
Z10.44,3277427.008,365800.977,12.56,HD
Z10.44,3277459.074,365815.965,11.903,HD
Z10.45,3277489.639,365832.05,12.155,HD
Z10.46,3277503.824,365840.129,11.935,HD
Z10.47,3277524.852,365851.164,11.696,HD
Z10.48,3277550.748,365862.949,11.944,HD
Z10.49,3277575.218,365880.404,12.123,HD
Z10.50,3277600.268,365893.697,12.034,HD
Z10.51,3277620.334,365914.991,12,HD
Z10.52,3277646.948,365938.293,12.235,HD
Z10.53,3277674.05,365956.763,12.041,12.333
