K81,3280812.078,365610.613,17.006,Zj
K81,3280813.961,365609.7869,15.379,Zdd
K81,3280833.569,365601.1849,12.216,Xx
K81,3280842.248,365597.3774,12.235,Xx
K81,3280843.675,365596.7514,11.139,Xx1
K81,3280843.946,365596.6324,10.78,Zdj
K81,3280856.797,365590.9947,10.858,Xx0
K81,3280867.432,365586.3291,11.168,Xx
K81,3280870.116,365585.1516,10.037,Zsb
K81,3280873.464,365583.6829,10.195,Sd2
K81,3280875.428,365582.8212,10.124,Sd1
K81,3280879.144,365581.191,10.078,Sd0
K81,3280881.413,365580.1956,9.911,Sd
K81,3280885.197,365578.5355,10.035,Ysd
K81,3280885.846,365578.2508,10.654,Ysb
K81,3280888.31,365577.1699,11.199,Ydj
K81,3280891.378,365575.8239,11.998,xx2
K81,3280895.618,365573.9638,12.039,xx1
K81,3280904.371,365570.1239,11.758,xx0
K81,3280906.573,365569.1579,12.772,xx
K81,3280923.577,365561.6981,15.102,”“µÃ∂•
K81,3280924.904,365561.116,16.905,yj
