K198,3281145.136,359390.576,29.658,Zj
K198,3281144.764,359391.01,29.437,Xx1
K198,3281144.21,359391.4,26.29,Xx2
K198,3281143.15,359392.304,25.974,Dd
K198,3281141.9,359393.486,25.651,Dj
K198,3281141.554,359394.823,25.405,Sb
K198,3281141.044,359396.902,25.159,Sd1
K198,3281139.642,359398.178,25.091,Sd2
K198,3281138.387,359399.038,24.986,Sd3
K198,3281137.658,359400.254,24.95,Sd4
K198,3281137.252,359402.984,25.044,Sd5
K198,3281135.479,359404.183,25.253,Sd6
K198,3281133.162,359405.178,25.404,Sb
K198,3281131.725,359406.793,25.47,Dj
K198,3281127.565,359410.418,25.794,Dd
K198,3281124.322,359413.13,26.053,Xx1
K198,3281121.262,359415.358,26.205,Xx2
K198,3281119.234,359416.36,26.217,Xx3
K198,3281116.22,359421.826,26.383,Xx4
K198,3281114.227,359423.893,29.951,Yj
