15,3278554.854,367856.809,25.631,Zj
16,3278555.447,367856.9919,24.199,Xx
17,3278578.115,367863.9827,23.737,Xx
18,3278579.001,367864.256,23.622,Xx
19,3278595.433,367869.3234,23.682,Xx
20,3278596.573,367869.675,23.29,Xx
21,3278633.708,367881.1274,23.273,Xx
22,3278669.867,367892.2789,23.101,Xx
23,3278670.485,367892.4695,23.364,Xx
24,3278673.019,367893.2508,24.216,Xx
25,3278685.843,367897.2056,24.422,Zdd
5,3278692.893,367899.38,20.627,Zdj
6,3278694.425,367899.8525,20.585,Zsb
7,3278695.581,367900.209,20.383,Sd
8,3278696.208,367900.4021,20.236,Sd
9,3278697.239,367900.7203,20.227,Sd
10,3278698.48,367901.103,20.119,Sd
11,3278699.388,367901.383,20.2,Sd
12,3278700.279,367901.6578,20.355,Sd
13,3278700.97,367901.8708,20.571,Ysb
14,3278701.814,367902.1312,20.745,Ydj
4,3278711.476,367905.1108,23.933,Xx
3,3278779.06,367925.9537,23.388,Xx
2,3278781.682,367926.7622,23.951,Xx
1,3278844.642,367946.179,25.031,Yj
