B11,3279497.766,361244.968,27.741,Yj
B11,3279505.339,361237.22,27.446,Xx1
B11,3279506.363,361236.919,26.254,Xx2
B11,3279525.051,361226.067,25.584,Xx3
B11,3279533.497,361221.298,25.09,Xx4
B11,3279536.119,361222.596,24.637,Dd
B11,3279537.708,361223.856,23.754,Dj
B11,3279538.918,361223.321,23.685,Sb
B11,3279541.502,361221.18,22.941,Sd1
B11,3279544.727,361220.404,22.898,Sd2
B11,3279547.929,361219.734,22.971,Sd3
B11,3279550.009,361220.571,23.686,Sb
B11,3279551.679,361214.939,23.719,Dj
B11,3279552.95,361208.942,24.703,Dd
B11,3279554.115,361208.106,24.759,Xx1
B11,3279556.539,361206.812,25.864,Xx2
B11,3279562.544,361202.89,26.306,Xx3
B11,3279573.611,361194.267,26.617,Xx4
B11,3279581.114,361187.523,27.338,Xx5
B11,3279585.608,361182.946,28.398,Zj
B11,3279576.284,361195.351,26.295,Lsh
B11,3279568.162,361218.312,25.672,Zzs
