ZD378,3281327.44,366009.249,15.796,
Z2-1,3281554.441,365959.464,11.065,0.1
Z2-2,3281521.269,365965.496,10.81,0.3
Z2-3,3281474.161,365969.57,10.568,0.2
Z2-4,3281437.665,365974.339,10.53,0.2
Z2-5,3281404.301,365979.015,10.482,0.1
Z2-6,3281364.673,365985.659,10.459,0.1
Z2-7,3281304.026,365996.749,10.382,0.4
Z2-8,3281267.283,365996.832,10.222,0.3
Z2-9,3281250.728,365994.408,10.131,0.3
Z2-10,3281226.804,365992.049,10.077,0.4
