36,3278549.765,367860.139,25.163,Zj
35,3278551.934,367860.8119,25.165,Xx
34,3278597.618,367874.9855,24.391,Xx
33,3278630.458,367885.1739,24.239,Xx
32,3278666.415,367896.3297,24.078,Xx
31,3278667.736,367896.7393,23.364,Xx
30,3278677.367,367899.7273,23.634,Xx
29,3278678.989,367900.2307,24.41,Xx
28,3278684.46,367901.928,24.436,Zdd
27,3278686.182,367902.4621,23.175,Xx
26,3278687.42,367902.8464,22.955,Xx
25,3278691.5,367904.1121,20.882,Zdj
24,3278692.768,367904.5054,20.65,ZSB
23,3278694.292,367904.9784,20.327,Sd
22,3278695.029,367905.2069,20.32,Sd
21,3278695.882,367905.4717,20.247,Sd
20,3278697.404,367905.9439,20.216,Sd
19,3278698.506,367906.2858,20.333,Sd
18,3278699.356,367906.5494,20.38,Sd
17,3278700.361,367906.8611,20.452,Sd
16,3278701.123,367907.0976,20.638,Ysb
15,3278701.362,367907.1718,21.222,Ydj
14,3278704.487,367908.1415,24.627,Ydd
13,3278712.683,367910.6841,24.628,Xx
12,3278713.563,367910.9572,23.412,Xx
11,3278719.042,367912.6569,23.364,Xx
10,3278720.263,367913.0359,22.987,Xx
9,3278750.682,367922.4732,22.963,Xx
8,3278775.852,367930.2824,23.37,Xx
7,3278778.987,367931.2549,24.05,Xx
6,3278797.645,367937.0434,23.62,Xx
5,3278807.621,367940.1385,23.67,Xx
4,3278809.409,367940.6932,23.435,Xx
3,3278825.494,367945.6835,23.358,Xx
2,3278827.858,367946.4169,23.696,Xx
1,3278843.7,367951.332,24.945,Yj
