B28,3277466.438,365768.995,19.989,ZJ
B28,3277463.489,365774.0905,16.32,ZDD
B28,3277461.576,365777.3965,14.359,XX3
B28,3277457.951,365783.6595,13.222,XX2
B28,3277452.965,365792.2751,13.065,XX1
B28,3277450.187,365797.076,13.483,XX0
B28,3277447.684,365801.4001,13.161,XX
B28,3277447.124,365802.3684,12.917,ZDJ
B28,3277445.666,365804.8871,12.603,ZSB
B28,3277442.269,365810.7571,12.373,SD
B28,3277440.538,365813.7487,12.519,SD0
B28,3277439.625,365815.3256,12.443,SD1
B28,3277439.153,365816.141,12.609,YSB
B28,3277438.705,365816.9157,12.779,YDJ
B28,3277436.883,365820.0637,13.392,XX
B28,3277429.025,365833.6418,15.432,XX
B28,3277426.321,365838.3141,15.331,XX0
B28,3277423.799,365842.6719,17.302,YDD
B28,3277422.233,365845.378,20.416,YJ
