2,3278689.711,367843.328,23.838,Zj
1,3278695.599,367845.5905,23.793,Zdd
3,3278701.525,367847.8679,20.59,Zdj
4,3278701.867,367847.9993,20.331,Zsb
5,3278702.418,367848.2111,20.113,Sd
6,3278702.952,367848.4161,20.135,Sd
7,3278711.171,367851.5747,20.185,Sd
8,3278711.68,367851.7701,20.139,Sd
9,3278712.57,367852.1123,20.333,Ysb
10,3278712.735,367852.1754,20.583,Ydj
11,3278716.14,367853.4842,22.712,Xx
12,3278716.717,367853.7056,22.716,Xx
13,3278717.803,367854.123,22.916,Ydd
14,3278718.927,367854.555,23.618,Yj
