19,3279689.03,361491.74,25.919,ZJ,0.036
18,3279687.445,361490.6186,25.819,ZDD,0.036
17,3279681.209,361486.2069,20.055,ZDJ,0.036
16,3279677.393,361483.5071,19.623,ZSB,0.036
15,3279673.575,361480.8057,19.09,SD6,0.036
14,3279671.228,361479.1456,18.917,SD5,0.036
13,3279668.557,361477.2558,18.806,SD4,0.036
12,3279666.341,361475.6882,18.985,SD3,0.036
11,3279664.429,361474.3353,18.955,SD2,0.036
10,3279662.379,361472.8847,19.56,SD1,0.036
9,3279659.428,361470.7974,19.184,SD0,0.036
8,3279658.277,361469.9827,19.374,SD,0.036
7,3279657.043,361469.1095,19.625,YSB,0.036
6,3279654.136,361467.053,19.742,XX0,0.036
5,3279647.145,361462.1073,19.58,XX,0.036
4,3279642.641,361458.9207,20.206,YDJ,0.036
1,3279639.794,361456.9066,21.868,YDD,0.036
2,3279634.484,361453.1496,22.965,XX,0.036
3,3279629.314,361449.492,25.721,YJ,0.036
