B201-1,3277897.058,368303.034,34.823,ZJ
B201-2,3277929.352,368320.1239,34.279,XX
B201-3,3277952.459,368332.3525,32.59,XX
B201-4,3278008.303,368361.9054,32.395,XX
B201-5,3278062.72,368390.7031,32,XX
B201-6,3278116.47,368419.1481,31.484,XX
B201-7,3278131.624,368427.1675,31.171,LSH
B201-8,3278161.382,368442.9155,29.726,ZZS
B201-9,3278189.942,368458.0299,29.599,ZDD
B201-10,3278193.313,368459.8138,27.577,ZDJ
B201-11,3278193.686,368460.0114,27.373,ZSB
B201-12,3278194.285,368460.3283,27.413,SD
B201-13,3278196.503,368461.5019,27.17,SD
B201-14,3278199.743,368463.2164,27.156,SD
B201-15,3278201.722,368464.2642,27.264,SD
B201-16,3278204.046,368465.4938,27.406,SD
B201-17,3278206.307,368466.6906,27.374,YSB
B201-18,3278207.098,368467.1088,27.518,YDJ
B201-19,3278211.869,368469.6338,29.767,YDD
B201-20,3278214.508,368471.0302,29.871,XX
B201-21,3278216.974,368472.3355,31.253,XX
B201-22,3278217.697,368472.718,33.492,YJ
