Q001,3278067.815,368639.144,34.157,ZJ
Q001,3278068.083,368639.9922,33.239,XX1
Q001,3278070.818,368648.6462,33.265,XX0
Q001,3278071.786,368651.7095,32.084,XX
Q001,3278072.138,368652.8248,31.777,ZDD
Q001,3278073.459,368657.0042,29.072,ZDJ
Q001,3278074.318,368659.7218,28.556,SD2
Q001,3278075.486,368663.4185,28.681,SD1
Q001,3278076.503,368666.6375,28.927,SD0
Q001,3278077.114,368668.5687,29.046,SD
Q001,3278077.686,368670.3787,29.112,YDJ
Q001,3278077.934,368671.1653,31.104,XX
Q001,3278078.935,368674.3316,31.489,YDD
Q001,3278080.425,368679.0473,31.912,Xx2
Q001,3278082.153,368684.5149,32.141,Xx1
Q001,3278082.903,368686.889,32.177,Xx0
Q001,3278083.544,368688.9164,32.25,Xx
Q001,3278084.283,368691.255,33.652,YJ
