B202-1,3278216.546,368380.918,31.526,ZJ
B202-2,3278217.184,368381.487,29.572,XX
B202-3,3278218.21,368382.4023,29.475,XX
B202-4,3278221.235,368385.0992,28.15,ZDD
B202-6,3278223.384,368387.0162,26.349,ZSB
B202-5,3278224.208,368387.7513,26.077,ZDJ
B202-7,3278225.043,368388.4958,26.028,SD
B202-8,3278228.134,368391.2519,26.226,SD
B202-9,3278229.661,368392.6134,25.173,SD
B202-10,3278230.827,368393.6536,25.911,SD
B202-11,3278231.114,368393.9092,26.02,SD
B202-12,3278233.846,368396.3463,26.345,YSB
B202-13,3278234.71,368397.1165,26.357,YDJ
B202-14,3278235.921,368398.1963,26.576,XX
B202-15,3278236.672,368398.8664,28.219,YDD
B202-16,3278237.376,368399.494,29.486,YJ
