Q35,3278748.541,367565.933,23.045,ZJ
Q35,3278746.964,367565.7722,21.902,XX1
Q35,3278763.626,367567.4714,22.056,XX0
Q35,3278770.083,367568.1298,22.159,XX
Q35,3278772.034,367568.3288,21.816,ZDD
Q35,3278776.771,367568.8119,18.75,ZDJ
Q35,3278777.11,367568.8464,18.746,ZSB
Q35,3278777.909,367568.9279,18.437,SD
Q35,3278778.753,367569.014,18.452,SD0
Q35,3278779.454,367569.0855,18.445,SD1
Q35,3278782.324,367569.3782,18.452,SD2
Q35,3278783.304,367569.4781,18.476,SD3
Q35,3278784.946,367569.6455,18.426,SD4
Q35,3278788.483,367570.0062,18.623,SD5
Q35,3278789.356,367570.0953,18.747,YSB
Q35,3278790.537,367570.2157,18.764,YDJ
Q35,3278794.163,367570.5855,22.126,YDD
Q35,3278800.258,367571.207,22.062,XX
Q35,3278806.31,367571.8242,22.085,XX0
Q35,3278806.434,367571.8369,22.296,XX1
Q35,3278807.004,367571.895,23.186,YJ
