1,3281551.643,359770.658,31.346,Ydd
2,3281552.09,359765.124,31.271,Xx
3,3281553.427,359755.357,32.315,Yj
4,3281550.905,359781.542,28.334,Zdj0
5,3281550.885,359781.434,28.171,Zsb
6,3281550.896,359780.942,27.844,Sd
7,3281551.301,359779.92,27.677,Sd0
8,3281551.48,359778.604,27.505,Sd1
9,3281551.038,359777.602,27.566,Sd2
10,3281550.906,359776.549,28.083,Sd3
11,3281551.021,359774.351,28.128,Sd4
12,3281550.896,359772.525,28.142,Sd5
13,3281551.04,359772.197,28.201,Ysb
14,3281551.126,359771.937,28.452,Ydj
15,3281550.865,359782.44,31.037,Zdd
16,3281550.694,359784.046,31.316,Xx
17,3281550.476,359791.454,31.293,Xx0
18,3281550.369,359791.709,32.355,Zj
