1,3281030.784,366361.515,16.897,YJ
2,3281039.648,366363.181,15.548,ÓÒµÌ¶¥
3,3281035.602,366378.573,12.782,KX
4,3281037.974,366382.72,12.197,XX1
5,3281045.851,366393.013,12.27,XX2
6,3281059.157,366409.587,11.392,XX3
7,3281082.815,366386.256,10.583,XX4
8,3281084.205,366386.624,9.398,ZSB
9,3281087.377,366391.952,9.116,SD1
10,3281091.72,366395.815,8.921,SD2
11,3281179.019,366433.175,16.625,ZJ
12,3281176.4,366432.146,15.809,XX
13,3281165.118,366429.438,15.511,XX
14,3281157.846,366424.921,12.931,XX
15,3281142.5,366421.138,12.139,XX
16,3281128.605,366415.886,12.396,XX
17,3281117.269,366411.23,11.437,ZDD
18,3281112.435,366408.532,9.395,ZSB
19,3281111.959,366408.407,9.145,×óµÌ¶¥
20,3281111.219,366408.402,9.063,SD
21,3281100.164,366403.215,9.006,SD
