1,3276424.102,364136.119,20.345,Zj
2,3276423.993,364136.161,18.725,Xx
3,3276410.596,364141.3087,18.55,Xx
4,3276383.206,364151.8336,18.122,Xx
5,3276358.914,364161.1677,18.083,Xx
6,3276354.903,364162.7091,18.597,Xx
7,3276344.376,364166.7539,18.705,Xx
8,3276322.369,364175.2104,19.768,Xx
9,3276319.017,364176.4982,19.764,Zdd
10,3276311.986,364179.1998,16.647,Xx
11,3276297.255,364184.8603,16.435,Xx
12,3276286.1,364189.1468,15.166,ZDJ
13,3276285.033,364189.5566,15.033,Zsb
14,3276284.15,364189.8961,14.899,Sd
15,3276283.381,364190.1917,14.895,Sd
16,3276282.43,364190.557,14.798,Sd
17,3276281.732,364190.8253,14.758,Sd
18,3276280.909,364191.1413,14.651,Sd
19,3276279.91,364191.5253,14.7,Sd
20,3276278.51,364192.0633,14.799,Sd
21,3276277.364,364192.5034,14.781,Sd
22,3276275.648,364193.163,14.885,Sd
23,3276272.76,364194.2727,15.001,Ysb
24,3276268.643,364195.8547,14.987,Ydj
25,3276263.77,364197.7269,15.386,Xx
26,3276257.76,364200.0367,15.638,Xx
27,3276255.968,364200.7249,16.225,Xx
28,3276245.939,364204.5787,16.914,Xx
29,3276239.74,364206.9609,20.017,Ydd
31,3276230.272,364210.5987,20.108,Xx
30,3276230.079,364210.673,21.001,Yj
