B41,3278747.699,367620.487,23.532,ZJ
B41,3278755.003,367620.8218,21.895,ZDD
B41,3278758.526,367620.9832,19.508,ZDJ
B41,3278759.368,367621.0218,19.122,ZSB
B41,3278760.411,367621.0696,18.827,SD
B41,3278762.217,367621.1524,18.784,SD0
B41,3278764.604,367621.2618,18.772,SD1
B41,3278769.465,367621.4846,18.93,SD2
B41,3278771.561,367621.5806,19.129,YSB0
B41,3278773.316,367621.6611,19.423,YDJ
B41,3278775.487,367621.7606,21.08,XX
B41,3278776,367621.7841,21.099,XX0
B41,3278777.233,367621.8406,21.825,YDD
B41,3278778.681,367621.907,22.134,LSH
B41,3278783.854,367622.1441,21.738,ZZS
B41,3278785.132,367622.2026,21.733,XX
B41,3278785.671,367622.2273,22,XX0
B41,3278794.081,367622.6128,22.045,XX1
B41,3278799.057,367622.8409,21.709,XX2
B41,3278810.067,367623.3455,22.195,XX3
B41,3278816.796,367623.6539,21.794,XX4
B41,3278833.785,367624.4325,22.261,XX5
B41,3278834.008,367624.4427,22.409,XX6
B41,3278848.776,367625.1196,22.114,XX7
B41,3278862.88,367625.766,23.343,YJ
