B27,3278938.03,367060.402,19.14,ZJ
B27,3278938.709,367061.4445,17.657,XX
B27,3278947.081,367074.3023,17.547,XX0
B27,3278957.166,367089.7911,17.855,XX1
B27,3278967.47,367105.6163,17.794,XX2
B27,3278969.319,367108.4558,18.347,XX3
B27,3278977.424,367120.9032,18.043,ZDD
B27,3278979.794,367124.543,15.346,ZDJ
B27,3278979.974,367124.8196,14.836,ZSB
B27,3278980.109,367125.027,14.627,SD
B27,3278981.009,367126.4091,14.538,SD0
B27,3278981.583,367127.2909,14.483,SD1
B27,3278982.393,367128.5346,14.409,SD2
B27,3278982.702,367129.0095,14.331,SD3
B27,3278983.608,367130.401,14.359,SD4
B27,3278985.331,367133.0471,14.42,SD5
B27,3278987.028,367135.6533,14.412,SD6
B27,3278989.104,367138.8413,14.601,SD7
B27,3278989.968,367140.1681,14.839,YSB
B27,3278990.309,367140.6924,15.043,YDJ
B27,3278992.304,367143.7562,16.978,YDD
B27,3278993.478,367145.559,19.069,YJ
