B30,3276985.207,365467.334,19.97,YJ
B30,3276991.247,365463.325,19.206,ÓÒµÌ¶¥
B30,3276999.528,365456.647,15.49,KX
B30,3277003.967,365454.54,15.383,XX1
B30,3277015.21,365450.009,15.077,XX2
B30,3277022.878,365440.655,14.059,YSB
B30,3277026.169,365439.674,13.604,SD1
B30,3277027.318,365428.739,13.391,SD2
B30,3277033.263,365428.337,13.41,SD3
B30,3277040.005,365427.107,13.579,SD4
B30,3277041.508,365426.64,13.569,SD5
B30,3277042.9,365424.149,13.606,SD6
B30,3277044.547,365421.632,14.039,ZSB
B30,3277046.808,365420.349,13.977,XX1
B30,3277052.637,365417.416,14.695,XX2
B30,3277058.726,365415.933,15.04,XX3
B30,3277064.001,365413.776,15.194,KX
B30,3277068.711,365411.815,17.209,×óµÌ¶¥
B30,3277074.902,365411.259,19.501,ZJ
