31,3281269.449,366384.061,16.523,Zj
30,3281267.521,366381.783,15.053,Xx
29,3281255.206,366367.2304,15.086,Xx
28,3281238.563,366347.5644,14.628,Xx
27,3281211.207,366315.2383,15.611,Xx
26,3281204.623,366307.4588,15.804,Xx
25,3281195.705,366296.9198,16.12,Zdd
24,3281192.954,366293.6693,13.279,Xx
22,3281190.479,366290.7447,13.018,Xx
21,3281188.302,366288.1722,11.985,Xx
20,3281187.894,366287.6907,11.959,Xx
19,3281185.152,366284.4502,10.023,Xx
18,3281179.484,366277.7522,10.045,Xx
17,3281177.352,366275.2329,10.207,Xx
16,3281166.314,366262.1902,10.56,Xx
15,3281163.756,366259.1669,10.177,Zdj
14,3281162.725,366257.9484,10.066,Zsb
13,3281161.251,366256.2066,9.699,Sd
11,3281159.677,366254.3472,9.653,Sd
10,3281158.389,366252.8255,9.513,Sd
9,3281156.835,366250.989,9.537,Sd
8,3281156.628,366250.7442,9.59,Sd
7,3281154.897,366248.6987,9.854,Sd
6,3281153.703,366247.2877,9.939,Sd
5,3281152.718,366246.124,9.78,Sd
4,3281151.071,366244.1777,9.7,Sd
3,3281150.169,366243.1112,9.854,Sd
2,3281149.171,366241.9329,10.057,Ysb
37,3281145.335,366237.4,10.925,Ydj
36,3281137.944,366228.6663,11.199,Xx
35,3281124.435,366212.7023,11.785,Xx
34,3281119.961,366207.4156,11.936,Xx
33,3281115.831,366202.5352,16.041,Ydd
32,3281091.683,366174.0004,15.772,Xx
23,3281068.861,366147.0324,15.319,Xx
12,3281053.179,366128.502,15.309,Xx
1,3281036.49,366108.781,16.525,Yj
