Q21,3277240.853,365733.812,18.809,Zdd
Q21,3277239.892,365735.282,19.054,Xx
Q21,3277231.602,365745.433,18.62,Xx0
Q21,3277218.894,365760.861,17.848,Xx1
Q21,3277212.513,365769.179,19.481,Yj
Q21,3277308.547,365652.335,20.189,Zj0
Q21,3277303.343,365658.582,18.793,Xx
Q21,3277296.54,365667.773,18.803,Xx0
Q21,3277295.185,365674.212,16.612,Zdd
Q21,3277293.144,365679.526,14.003,Zsb
Q21,3277289.063,365684.508,13.571,Dj
Q21,3277285.41,365690.505,13.493,Sdo0
Q21,3277280.407,365696.682,13.442,Sdo1
Q21,3277277.477,365700.272,13.461,Sdo2
Q21,3277271.829,365706.378,13.471,Sdo3
Q21,3277268.628,365710.669,13.456,Sdo4
Q21,3277264.788,365716.053,13.482,Sdo5
Q21,3277259.866,365721.032,13.48,Sdo6
Q21,3277255.15,365726.771,13.482,Sdo7
Q21,3277252.011,365731.441,13.482,Sdo8
Q21,3277251.052,365732.849,13.526,Dj
Q21,3277250.779,365733.184,14.005,Ysb
