1,3280988.873,366054.482,17.354,YJ
2,3281001.46,366063.191,14.739,XX1
3,3281092.941,366090.334,14.504,XX2
4,3281096.309,366091.537,13.418,XX3
5,3281123.986,366091.166,13.451,XX4
6,3281136.823,366094.773,15.358,ZZS
7,3281140.403,366095.206,15.357,”“µÃ∂•
8,3281147.053,366063.039,14.531,LSH
9,3281241.253,366082.909,9.935,dj0
10,3281240.829,366082.828,10.593,zsb
11,3281239.36,366083.525,9.746,sd
12,3281233.054,366083.585,9.807,sd0
13,3281227.235,366083.085,9.317,sd1
14,3281221.348,366082.445,9.797,sd2
15,3281215.358,366079.815,9.206,sd3
16,3281205.922,366077.496,10.598,ysb
17,3281207.334,366076.835,10.058,dj
18,3281305.5,366119.972,16.635,ZJ
19,3281278.077,366120.581,15.645,ZDD
