1,3280736.93,360552.363,30.01,ZJ,0.035
2,3280733.436,360549.4103,29.02,ZDD,0.035
3,3280727.748,360544.6031,25.179,ZDJ,0.035
4,3280723.215,360540.7728,24.907,XX,0.035
5,3280719.036,360537.2406,24.334,XX0,0.035
6,3280713.637,360532.6785,23.508,XX1,0.035
7,3280702.417,360523.1968,23.345,XX2,0.035
8,3280696.919,360518.5502,22.954,XX3,0.035
9,3280694.116,360516.1812,22.623,ZSB,0.035
10,3280692.971,360515.2135,22.178,SD,0.035
11,3280690.724,360513.3148,22.26,SD0,0.035
12,3280689.283,360512.0975,22.344,SD1,0.035
13,3280687.059,360510.2181,22.329,SD2,0.035
14,3280682.972,360506.7635,22.526,SD3,0.035
15,3280680.926,360505.0345,22.627,YSB,0.035
16,3280676.112,360500.9669,23.311,XX,0.035
17,3280672.691,360498.0752,24.07,XX0,0.035
18,3280668.17,360494.2552,24.017,YDJ,0.035
19,3280663.479,360490.2903,26.717,YDD,0.035
20,3280648.488,360477.6218,26.693,XX,0.035
21,3280631.195,360463.0076,27.447,XX0,0.035
22,3280626.275,360458.85,27.76,XX1,0.035
23,3280597.088,360434.1845,28.235,XX2,0.035
24,3280589.848,360428.0663,28.98,ZZS,0.035
25,3280570.311,360411.5561,29.301,LSH,0.035
26,3280564.215,360406.4044,29.476,XX,0.035
27,3280550.641,360394.9332,29.75,XX0,0.035
28,3280532.008,360379.1869,30.251,XX1,0.035
29,3280514.536,360364.4211,30.573,XX2,0.035
30,3280504.103,360355.6042,30.934,XX3,0.035
31,3280500.865,360352.868,31.549,YJ,0.035
