16,3281276.448,359885.158,29.172,ZJ,0.038
15,3281265.177,359880.5001,26.985,ZDD,0.038
14,3281260.551,359878.5885,25.024,ZDJ,0.038
13,3281256.63,359876.9682,24.793,ZSB,0.038
12,3281252.515,359875.2678,24.704,SD2,0.038
11,3281250.343,359874.3703,24.759,SD1,0.038
10,3281248.546,359873.6276,24.799,SD0,0.038
9,3281245.764,359872.478,24.87,SD,0.038
1,3281244.309,359871.8767,25.026,YSB,0.038
2,3281242.637,359871.1858,25.116,XX,0.038
3,3281234.862,359867.9726,25.214,XX0,0.038
4,3281229.731,359865.8521,25.101,XX1,0.038
5,3281216.964,359860.5764,25.32,XX2,0.038
6,3281208.902,359857.2444,25.497,YDJ,0.038
7,3281207.174,359856.5305,26.717,YDD,0.038
8,3281205.382,359855.79,28.88,YJ,0.038
