1,3281324.435,365999.316,15.238,×óµÌ¶¥
2,3281324.768,366000.443,15.776,XX1
3,3281326.638,366006.924,15.737,XX2
4,3281327.447,366012.445,15.716,XX3
5,3281328.012,366020.566,15.7,XX4
6,3281328.602,366026.408,16.45,ZJ
7,3281317.691,365962.521,15.771,YJ
8,3281318.514,365964.723,15.444,XX1
9,3281319.898,365970.776,15.624,XX2
10,3281321.453,365983.164,15.615,ÓÒµÌ¶¥
11,3281322.63,365988.158,11.262,Dj
12,3281322.554,365989.047,10.76,Sd
13,3281323.375,365990.909,10.595,Sd0
14,3281323.847,365992.692,10.416,Sd1
15,3281324.569,365994.172,10.582,Zsb
16,3281322.487,365988.51,10.586,Ysb
17,3281324.751,365995.024,11.181,dj
