26,3279066.693,366994.51,21.874,Zj
25,3279068.765,367002.9935,16.895,Xx
24,3279075.813,367031.8428,17.085,Xx
23,3279082.418,367058.8817,16.588,Xx
22,3279089.217,367086.7141,16.984,Xx
21,3279089.382,367087.3915,17.96,Xx
20,3279090.54,367092.1302,18.009,Zdd
1,3279091.591,367096.4311,15.086,Zdj
2,3279091.694,367096.8551,14.492,Zsb
3,3279091.91,367097.7397,14.422,Sd
4,3279092.304,367099.3529,14.355,Sd
5,3279092.726,367101.0781,14.396,Sd
6,3279092.989,367102.1567,14.406,Sd
7,3279093.489,367104.2017,14.351,Sd
8,3279093.972,367106.1805,14.366,Sd
9,3279094.276,367107.4236,14.261,Sd
10,3279094.534,367108.4807,14.511,Ysb
11,3279094.681,367109.0803,14.809,Ydj
12,3279095.532,367112.5669,17.249,Ydd
13,3279097.605,367121.0496,17.098,Xx
14,3279105.939,367155.1696,17.365,Xx
15,3279111.679,367178.6636,17.494,Xx
16,3279117.259,367201.5093,18.859,Xx
17,3279122.043,367221.0894,19.362,Xx
18,3279123.607,367227.4948,19.867,Xx
19,3279124.894,367232.762,21.22,Yj
