29,3276419.183,364151.75,20.69,Zj
6,3276417.657,364152.2957,19.641,Xx
5,3276413.241,364153.8743,18.563,Xx
4,3276345.853,364177.9666,18.747,Xx
3,3276334.789,364181.922,18.761,Xx
2,3276334.248,364182.1154,19.16,Xx
1,3276322.882,364186.179,19.952,Zdd
25,3276316.755,364188.3695,17.226,Xx
24,3276300.008,364194.3567,16.423,Xx
23,3276295.61,364195.9289,15.233,Xx
22,3276290.68,364197.6915,14.974,Zdj
21,3276289.066,364198.2688,14.822,Zsb
20,3276288.087,364198.6186,14.696,Sd
19,3276286.271,364199.268,14.431,Sd
18,3276285.14,364199.6722,14.59,Sd
17,3276284.186,364200.0134,14.68,Sd
16,3276282.891,364200.4764,14.565,Sd
15,3276281.343,364201.0297,14.583,Sd
14,3276280.135,364201.4614,14.72,Sd
13,3276278.958,364201.8823,14.84,Ysb
12,3276277.893,364202.2631,14.909,Ydj
11,3276265.243,364206.7856,15.222,Xx
10,3276258.819,364209.0824,16.439,Xx
9,3276249.135,364212.5444,16.872,Xx
8,3276248.278,364212.8509,17.27,Xx
7,3276246.482,364213.493,17.711,Xx
26,3276243.385,364214.6,20.114,Ydd
27,3276232.681,364218.427,20.215,Xx
28,3276232.446,364218.511,21.023,Yj
