1,3279875.592,364524.611,16.692,Zj
2,3279875.313,364524.752,15.196,Xx
3,3279863.858,364530.5446,14.758,Zdd
4,3279860.087,364532.4515,12.883,Zdj
5,3279859.495,364532.7509,12.609,Zsb
6,3279858.949,364533.027,12.179,Sd
7,3279846.525,364539.3095,12.332,Sd0
8,3279839.481,364542.8715,12.425,Sd1
9,3279836.584,364544.3364,12.399,Sd2
10,3279832.111,364546.5983,12.223,Sd3
11,3279830.501,364547.4125,12.216,Sd4
12,3279824.119,364550.6397,12.525,Sd5
13,3279821.704,364551.8609,12.565,Sd6
14,3279819.69,364552.8794,12.648,Ysb
15,3279816.521,364554.4819,12.972,Xx
16,3279810.915,364557.3167,13.14,Xx0
17,3279801.702,364561.9755,13.247,Ydj
18,3279800.265,364562.7022,13.047,Xx
21,3279781.224,364572.3308,13.742,XX
22,3279770.307,364577.8513,13.378,XX
19,3279759.049,364583.5442,15.921,YDD
20,3279750.53,364587.852,17.324,YJ
