B10,3279555.34,361350.605,25.471,Zj
B10,3279537.334,361353.8599,24.868,Xx1
B10,3279519.829,361357.0242,24.571,Xx2
B10,3279516.688,361357.592,23.957,Dd
B10,3279501.992,361360.2486,22.461,Dj
B10,3279501.551,361360.3283,22.367,Sb
B10,3279500.972,361360.433,22.352,Sd3
B10,3279500.069,361360.5962,22.337,Sd2
B10,3279499.526,361360.6944,22.361,Sd1
B10,3279499.142,361360.7638,22.366,Sb
B10,3279498.615,361360.8591,22.464,Dj
B10,3279497.788,361361.0086,24.498,Dd
B10,3279473.335,361365.4289,25.508,Xx3
B10,3279447.771,361370.05,25.949,Xx4
B10,3279446.658,361370.2512,25.991,Xx5
B10,3279406.11,361377.581,27.6,Yj
