1,3280466.662,365186.326,9.666,Sd0
2,3280463.198,365189.866,10.075,Sd
3,3280463.059,365191.157,10.775,YSB
4,3280459.912,365192.802,11.502,Xx
5,3280454.536,365196.271,12.434,YDJ
6,3280452.943,365199.201,14.429,Xx1
7,3280447.021,365207.196,14.858,Xx0
8,3280444.538,365210.613,15.103,Xx
9,3280441.96,365214.649,16.789,YDD
10,3280440.111,365216.237,16.938,YJ
11,3280521.765,365122.721,16.806,Zj
12,3280520.388,365125.131,15.647,Xx
13,3280519.106,365128.904,13.554,Xx0
14,3280517.605,365131.018,13.313,Xx1
15,3280517.025,365133.46,13.232,Xx2
16,3280512.998,365136.264,12.221,Xx3
17,3280508.192,365134.917,12.57,Xx4
18,3280505.955,365136.222,12.189,Xx5
19,3280504.25,365137.289,11.407,Zdj
20,3280503.271,365137.86,10.725,Zsb
21,3280502.461,365139.278,10.124,Sd
22,3280502.276,365140.069,10.003,Sd0
23,3280501.685,365141.054,9.923,Sd1
