15,3280136.633,353427.838,53.082,ZJ
14,3280125.182,353424.9942,48.96,XX
1,3280104.362,353419.8239,47.737,ZDD
2,3280101.283,353419.0593,45.64,ZDJ
3,3280100.054,353418.7541,45.572,ZSB
4,3280098.635,353418.4015,45.106,SD
5,3280095.259,353417.5633,45.144,SD0
6,3280091.485,353416.626,45.253,SD1
7,3280086.383,353415.359,45,SD2
8,3280081.554,353414.1597,44.855,SD2
9,3280069.412,353411.1443,44.672,SD3
10,3280066.217,353410.3509,45.575,YSB
11,3280063.15,353409.5893,45.85,YDJ
12,3280055.012,353407.5682,48.724,YDD
13,3280030.963,353401.596,50.829,YJ
