B12,3279394.693,361178.741,28.539,Yj
B12,3279393.883,361175.554,28.053,Xx
B12,3279392.816,361172.901,26.933,Xx1
B12,3279390.984,361168.491,25.571,Xx2
B12,3279389.572,361164.989,25.259,Xx3
B12,3279389.214,361163.472,24.872,Dd
B12,3279388.832,361162.8,24.411,Dj
B12,3279388.645,361162.165,23.707,Sb
B12,3279388.454,361160.835,23.143,Sd1
B12,3279388.336,361159.814,23.151,Sd2
B12,3279388.297,361158.876,23.336,Sd3
B12,3279388.349,361158.195,23.708,Sb
B12,3279388.378,361157.028,24.434,Dj
B12,3279388.156,361151.995,24.698,Dd
B12,3279385.874,361147.497,25.39,Xx1
B12,3279385.255,361144.043,24.556,Xx2
B12,3279384.664,361139.395,24.731,Xx3
B12,3279384.889,361133.759,25.757,Xx4
B12,3279380.292,361086.804,26.424,Xx5
B12,3279371.539,361065.801,26.66,Xx6
B12,3279366.975,361051.017,28.108,Zj
