20,3280672.927,360640.31,29.829,ZJ,0.037
19,3280667.247,360634.8765,29.687,ZDD,0.037
3,3280661.272,360629.161,24.975,ZDJ,0.037
4,3280652.131,360620.4175,24.375,XX,0.037
5,3280646.421,360614.9552,24.093,XX0,0.037
6,3280639.81,360608.6315,23.908,XX1,0.037
7,3280635.017,360604.047,23.457,XX2,0.037
8,3280628.493,360597.806,22.809,XX3,0.037
9,3280623.612,360593.1365,22.781,XX4,0.037
10,3280620.744,360590.3937,22.413,ZSB,0.037
11,3280620.073,360589.7515,22.176,SD,0.037
12,3280617.754,360587.5332,22.194,SD0,0.037
13,3280614.826,360584.7326,22.066,SD1,0.037
14,3280612.026,360582.0538,21.887,SD2,0.037
15,3280608.155,360578.3516,21.798,SD3,0.037
16,3280605.456,360575.7692,22.053,SD4,0.037
17,3280604.147,360574.5176,22.416,YSB,0.037
18,3280603.215,360573.6262,22.76,YDJ,0.037
1,3280595.564,360566.3077,28.065,YDD,0.037
2,3280592.461,360563.339,29.03,YJ,0.037
